,NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,TP_REDE,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
12748,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,586,QUÍMICA,120924,Química formação de professor,"""0114Q01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1.0,33.0,33.0,0.0,0.0,25.0,0.0,8.0,0.0,313.0,313.0,0.0,0.0,311.0,0.0,2.0,0.0,26.0,18.0,8.0,26.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,4.0,3.0,1.0,0.0,0.0,0.0,6.0,2.0,9.0,0.0,0.0,9.0,65.0,42.0,23.0,65.0,0.0,0.0,45.0,14.0,3.0,2.0,1.0,0.0,0.0,23.0,3.0,12.0,1.0,1.0,25.0,6.0,3.0,3.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,65.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,9.0,0.0,7.0,0.0,15.0,15.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0,3.0,0.0,18.0,8.0,0.0,23.0,14.0,28.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,115.0,26.0,65.0,6.0,8.0,1.0,7.0,0.0,2.0,0.0,2.0,0.0
12749,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Macaé,3302403.0,0.0,1,1,1,1,586,QUÍMICA,1125889,Química,"""0531Q01""",5,"Ciências naturais, matemática e estatística",53,Ciências físicas,531,Química,1.0,1,1,1,1.0,53.0,53.0,0.0,0.0,25.0,0.0,28.0,0.0,582.0,582.0,0.0,0.0,564.0,0.0,18.0,0.0,32.0,23.0,9.0,32.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,26.0,5.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,17.0,73.0,50.0,23.0,73.0,0.0,0.0,57.0,13.0,2.0,0.0,1.0,0.0,0.0,19.0,3.0,18.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,7.0,0.0,7.0,0.0,26.0,26.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,0.0,16.0,16.0,0.0,38.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,32.0,73.0,0.0,6.0,1.0,6.0,0.0,2.0,0.0,2.0,0.0
13941,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - CIÊNCIAS BIOLÓGICAS,5000669,"ABI Ciências naturais, matemática e estatística","""0011A05""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,98.0,98.0,0.0,0.0,80.0,0.0,18.0,0.0,2550.0,2550.0,0.0,0.0,2446.0,0.0,104.0,0.0,88.0,48.0,40.0,88.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,83.0,5.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,23.0,0.0,1.0,27.0,217.0,121.0,96.0,217.0,0.0,0.0,201.0,15.0,1.0,0.0,0.0,0.0,0.0,92.0,11.0,63.0,1.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2.0,215.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,24.0,0.0,20.0,0.0,80.0,80.0,45.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,35.0,159.0,0.0,47.0,40.0,1.0,102.0,95.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,88.0,217.0,0.0,27.0,2.0,8.0,0.0,19.0,0.0,19.0,0.0
13942,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - COMUNICAÇÃO SOCIAL,5000682,"ABI Ciências sociais, comunicação e informação","""0011A03""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,623.0,389.0,234.0,0.0,240.0,0.0,383.0,0.0,11679.0,7705.0,3974.0,0.0,11244.0,0.0,435.0,0.0,441.0,253.0,188.0,282.0,159.0,236.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,7.0,372.0,40.0,13.0,6.0,3.0,0.0,0.0,120.0,15.0,112.0,2.0,0.0,192.0,380.0,225.0,155.0,248.0,132.0,7.0,331.0,28.0,10.0,2.0,2.0,0.0,0.0,104.0,13.0,101.0,1.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,379.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,177.0,101.0,0.0,84.0,0.0,162.0,162.0,94.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,38.0,1.0,0.0,206.0,235.0,0.0,185.0,194.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,441.0,380.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
13943,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - FILOSOFIA,5000775,ABI Artes e humanidades,"""0011A02""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,80.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,1114.0,1114.0,0.0,0.0,1114.0,0.0,0.0,0.0,80.0,28.0,52.0,80.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,15.0,10.0,2.0,4.0,4.0,1.0,26.0,1.0,19.0,0.0,1.0,33.0,65.0,24.0,41.0,65.0,0.0,0.0,34.0,12.0,9.0,2.0,4.0,3.0,1.0,22.0,1.0,16.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,21.0,0.0,14.0,0.0,30.0,30.0,17.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,0.0,45.0,35.0,0.0,35.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,80.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13944,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - HISTÓRIA,5000689,ABI Artes e humanidades,"""0011A02""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,507.0,507.0,0.0,0.0,110.0,0.0,397.0,0.0,2027.0,2027.0,0.0,0.0,1630.0,0.0,397.0,0.0,495.0,283.0,212.0,495.0,0.0,99.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,1.0,4.0,353.0,82.0,20.0,9.0,17.0,6.0,4.0,201.0,26.0,101.0,2.0,0.0,165.0,382.0,224.0,158.0,382.0,0.0,4.0,286.0,54.0,12.0,4.0,12.0,6.0,4.0,156.0,23.0,82.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,1.0,381.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,123.0,46.0,0.0,45.0,0.0,100.0,100.0,36.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,71.0,48.0,0.0,168.0,326.0,1.0,135.0,246.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,495.0,382.0,0.0,58.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0
13945,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - HISTÓRIA,5000798,ABI Artes e humanidades,"""0011A02""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,125.0,0.0,125.0,0.0,90.0,0.0,35.0,0.0,2089.0,0.0,2089.0,0.0,1963.0,0.0,126.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13946,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - LETRAS - PORTUGUÊS - ARABE,5000778,ABI Artes e humanidades,"""0011A02""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,26.0,26.0,0.0,0.0,15.0,0.0,11.0,0.0,437.0,437.0,0.0,0.0,434.0,0.0,3.0,0.0,14.0,8.0,6.0,14.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,1.0,9.0,5.0,4.0,9.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,0.0,4.0,0.0,4.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,0.0,8.0,6.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13947,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - LETRAS - PORTUGUÊS - ESPANHOL,5000781,ABI Artes e humanidades,"""0011A02""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,72.0,72.0,0.0,0.0,60.0,0.0,12.0,0.0,1606.0,1606.0,0.0,0.0,1585.0,0.0,21.0,0.0,63.0,49.0,14.0,63.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,49.0,6.0,3.0,1.0,1.0,0.0,0.0,10.0,6.0,20.0,0.0,0.0,27.0,72.0,53.0,19.0,72.0,0.0,3.0,54.0,7.0,3.0,2.0,3.0,0.0,0.0,15.0,9.0,19.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,19.0,0.0,17.0,0.0,28.0,28.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.0,35.0,0.0,36.0,27.0,0.0,38.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,63.0,72.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13948,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - LETRAS - PORTUGUÊS - FRANCES,5000782,ABI Artes e humanidades,"""0011A02""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,75.0,75.0,0.0,0.0,60.0,0.0,15.0,0.0,767.0,767.0,0.0,0.0,744.0,0.0,23.0,0.0,66.0,46.0,20.0,66.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,46.0,9.0,4.0,1.0,5.0,1.0,0.0,20.0,7.0,13.0,0.0,0.0,26.0,84.0,59.0,25.0,84.0,0.0,0.0,60.0,10.0,4.0,1.0,7.0,2.0,0.0,26.0,9.0,18.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,83.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,15.0,0.0,16.0,0.0,34.0,34.0,18.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,47.0,18.0,0.0,43.0,23.0,0.0,50.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,66.0,84.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
13949,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - LETRAS - PORTUGUÊS - GREGO,5000783,ABI Artes e humanidades,"""0011A02""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,34.0,34.0,0.0,0.0,20.0,0.0,14.0,0.0,543.0,543.0,0.0,0.0,538.0,0.0,5.0,0.0,23.0,16.0,7.0,23.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,11.0,2.0,3.0,1.0,4.0,1.0,0.0,2.0,2.0,10.0,0.0,0.0,9.0,20.0,14.0,6.0,20.0,0.0,0.0,9.0,4.0,2.0,1.0,3.0,1.0,0.0,3.0,3.0,5.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,9.0,0.0,4.0,0.0,8.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,15.0,0.0,14.0,9.0,0.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13950,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - LETRAS - PORTUGUÊS - HEBRAICO,5000776,ABI Artes e humanidades,"""0011A02""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,26.0,26.0,0.0,0.0,15.0,0.0,11.0,0.0,295.0,295.0,0.0,0.0,289.0,0.0,6.0,0.0,16.0,9.0,7.0,16.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,5.0,16.0,10.0,6.0,16.0,0.0,0.0,8.0,5.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,0.0,3.0,0.0,6.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,8.0,8.0,0.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13951,2014,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ABI - LETRAS - PORTUGUÊS - INGLES,5000785,ABI Artes e humanidades,"""0011A02""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0.0,157.0,157.0,0.0,0.0,120.0,0.0,37.0,0.0,4148.0,4148.0,0.0,0.0,4072.0,0.0,76.0,0.0,134.0,99.0,35.0,134.0,0.0,117.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,109.0,13.0,2.0,2.0,4.0,0.0,0.0,44.0,4.0,32.0,1.0,0.0,53.0,159.0,110.0,49.0,159.0,0.0,4.0,131.0,15.0,5.0,1.0,3.0,0.0,0.0,53.0,9.0,38.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,31.0,0.0,29.0,0.0,63.0,63.0,31.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,84.0,58.0,0.0,72.0,62.0,0.0,81.0,71.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,134.0,159.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
